Year,Population requiring PC for LF,Type of MDA,Number of IUs covered,Reported number of people treated,Programme (drug) coverage (%),National coverage (%),CountryCode,GDP_per_capita,HealthExp_per_capita,Pct_with_improved_sanitation,GDP_lag1,Sanitation_lag1,Urban_Pop_Pct,ODA_per_capita
2004,1063185.0,IVM + ALB,7.0,889393.0,83.5398677290672,83.65364447391565,TGO,560.266308533382,16.90148544,10.7455796253713,538.16537776929,10.4570598974873,34.724,65129997.253418
2004,2987266.0,DEC + ALB,0.0,0.0,0.0,0.0,KEN,463.662781300121,27.75096512,29.4748031581827,442.898457253405,29.103314991973,21.31,655929992.675781
2004,4362588.0,IVM + ALB,23.0,1127825.0,76.73380328741064,25.85220057452136,BEN,758.695803786371,25.34852219,10.3400677635835,676.002878084282,9.87676965998667,40.039,391790008.544922
2004,80000000.0,IVM + ALB,30.0,3236206.0,77.12186003416404,4.0452575,NGA,962.48104194733,44.16435242,30.0532638422315,763.388745367223,29.3592591376198,38.212,578770019.53125
2004,12429409.0,IVM + ALB,5.0,1158772.0,53.456314737424336,9.32282460091224,UGA,292.38185796262,18.61294365,17.2487008096089,250.71543664681,17.0321532501804,16.507,1222239990.23438
2004,10205132.0,IVM + ALB,39.0,3971869.0,73.85205265088712,38.92030989898024,GHA,406.132105329565,25.61305428,9.05994534742738,358.39927142073,8.13639297693297,46.63,1419010009.76563
2004,34000000.0,IVM + ALB,29.0,4225469.0,65.31094140566313,12.42785,TZA,450.385284423828,23.29498863,11.3353000997634,422.18359375,10.1362371194278,24.223,1774199951.17188
2005,572171.0,DEC + ALB,0.0,0.0,0.0,0.0,COM,1103.20658498402,67.78135681,32.6181080742434,1091.27216412426,32.1413169353801,27.875,23139999.3896484
2005,12429409.0,IVM + ALB,10.0,3483384.0,70.8751227664742,28.025338936066877,UGA,330.405402707025,25.88375473,17.4642525560946,292.38185796262,17.2487008096089,16.96,1195329956.05469
2005,13590357.0,IVM + ALB,55.0,10493483.0,77.21271045344872,77.21271045344872,BFA,441.164148016012,17.50115776,13.9805995453405,403.81283743461,13.1317299489599,21.537,698190002.441406
2005,2987266.0,DEC + ALB,3.0,1213229.0,72.30967014418675,40.61335682861854,KEN,523.456312433863,31.13827515,29.848047955005,463.662781300121,29.4748031581827,21.675,756570007.324219
2005,1064633.0,IVM + ALB,7.0,926769.0,84.75486295920327,87.05056108536932,TGO,551.259850017077,17.79439926,11.1773052397302,560.266308533382,10.7455796253713,35.185,82610000.6103516
2005,15821728.0,DEC + ALB,3.0,585550.0,81.36684629301791,3.700923186139972,MDG,305.812074924388,16.26181221,6.12117429647739,,,28.814,916150024.414063
2005,10205132.0,IVM + ALB,60.0,5135002.0,74.41638232180472,50.317840082813234,GHA,478.611909191028,39.75449371,10.0024406425603,406.132105329565,9.05994534742738,47.308,1152640014.64844
2005,11408323.0,IVM + ALB,3.0,476836.0,83.150554266114,4.179720367314284,MLI,461.457920288884,24.62482452,22.1609320906388,,,32.06,724590026.855469
