Unnamed: 0,CountryCode,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
72,ETH,122.269202606069,118.457204255261,109.593813612988,116.800491132777,133.169812538096,158.243458082465,189.345737521418,237.146255996319,316.410475118075,368.574712267445,330.619412798644,343.024942351887,452.101031885754,484.039833104062,549.986577082588,621.845673808133,696.195884706786,745.632449222154,747.968143637014,828.70897229725,905.313175805855,910.947840320752,1011.0732858233,1272.01628209211
80,GAB,3982.906200928,3835.75718279727,3966.48001864663,4710.74862768151,5465.79193590708,6547.87613955186,6847.00985685394,8003.54289696049,9688.64519690633,7290.57526093114,8356.74662013345,10219.1139339454,9296.96587941088,9197.70106323947,9201.36276648105,7047.12654634355,6677.07003901644,6921.73373135624,7624.2775233771,7441.1786472281,6605.80346077565,8181.40914134656,8409.2074145028,7802.83659565049
83,GHA,253.746936203344,263.542156494853,297.46164468774,358.39927142073,406.132105329565,478.611909191028,906.441027564887,1050.12461524926,1182.65761256016,1047.70430093586,1263.89251760539,1507.43573198753,1543.77524235764,2294.025645187,1953.64513603117,1721.69964380717,1913.18673253576,2012.97025750655,2196.61290615342,2186.18924111824,2196.54789313621,2445.50081810782,2240.27945094566,2260.28741289427
85,GIN,518.157066924026,483.085120214741,495.916073559269,566.48540588068,584.897740538081,463.17768685098,446.980554135348,650.148575304385,703.532825785322,662.185914665681,659.235326211315,636.694958747648,699.353377212197,748.455020824734,765.146999389279,747.356966759448,711.996509782316,833.598621691121,933.273615633705,1031.34146480732,1053.66097696415,1244.96550477914,1416.59612011764,1541.04050914957
86,GMB,538.054072348854,459.803068381399,376.531026962584,308.719123437587,593.285346326581,616.483657865348,614.544307904464,724.726407242432,859.127671411226,774.888030908091,801.033372714536,710.608411468152,692.579361628102,653.862713272743,568.00453558864,619.536364296461,650.056501323611,642.522641296331,696.219806960615,738.186751987483,720.335143352133,781.890925169531,836.244875868476,888.157407724123
87,GNB,316.945495037639,327.138431972397,362.034574570354,419.78486611807,431.376557669634,463.073962650452,448.513075469701,519.069789794741,640.210331101753,583.190020139094,600.194298540768,719.539573498937,635.461653303881,654.304534409417,652.022501029449,645.066837207039,679.665386626818,783.123186602022,808.531613218504,807.359903965493,817.780335749159,900.407780831491,853.281304044102,951.242748289294
88,GNQ,1487.3165506701,1948.61145907844,2264.21065580365,2930.60183743733,4901.30127408119,8673.9026086535,10184.8841248541,12616.9532942011,18210.5552970599,13232.5019378102,13720.1658723222,17198.2136668275,17308.5723924575,16304.0713196418,15548.6624656619,9068.91003238645,7453.19797948517,7809.10465655488,8102.47084834031,6804.14923073888,5764.05502912947,6945.63069794539,7589.29964909381,6677.793435386
121,KEN,414.626365130846,410.700452474814,402.936385605382,442.898457253405,463.662781300121,523.456312433863,699.80237063381,840.201439476765,915.54435473604,1047.9678324485,1091.51873101194,1096.14499807675,1285.00536171512,1370.87885214659,1482.81566253497,1489.11959777284,1554.12610314423,1667.48447230835,1836.45275528993,1960.40808854893,1927.66459027849,2061.35622089594,2109.56288513137,1952.30457929636
131,LBR,298.485340578945,300.463828598983,299.536445539621,239.779556677091,284.140223992458,287.487333441381,320.55808618515,374.211308104278,451.713856283285,448.386367025545,492.252808033724,568.087865520004,638.368751462083,710.744570927863,706.714490064507,692.590082351257,714.613063145659,699.269095727404,692.203127129794,658.164180770507,616.787867006715,667.96610514319,744.617175237387,771.887142089677
141,LSO,442.779545779081,412.677473676821,388.92334985135,583.270036200288,766.685820928242,861.381496414995,925.467485502842,861.188420899563,898.482517882593,878.847950537772,1119.47557793042,1280.73390931581,1217.93071228944,1151.03735837227,1173.5377928819,1121.19851342518,992.491840678465,1069.36673247542,1170.65569702819,1082.05706777516,918.582577421982,1066.58645143823,1029.99553333827,916.282979328622
151,MDG,280.282905559649,319.283278235657,304.941777398445,352.620095849925,272.20074858856,305.812074924388,324.146874882604,419.548001431865,512.579800058444,446.315238370592,450.009391645726,506.163691559309,493.511162904211,515.301589361832,505.684922503435,445.320069480568,453.970714522463,491.866848718929,500.45718552916,499.818837622534,450.771615201509,490.206238571448,497.242514792961,506.159368687808
158,MLI,256.199554978241,291.159497911347,318.042432039222,371.627016389759,416.278344366266,461.457920288884,493.628706470251,564.157958339126,658.493183322369,662.883388148082,670.369098976461,789.06272549554,733.738935290444,758.475532598732,797.154510755732,704.821646439506,730.85493818079,775.536492065709,835.086710561793,820.197390833912,804.343956745857,862.467400106111,813.965034073188,869.270234286992
165,MOZ,327.12623979157,304.792138621913,313.886661721198,339.488737800648,400.056973161545,436.773856167384,457.487647833183,507.874923914304,592.159111184122,547.697144193651,496.185839392659,618.17649286789,685.685748199513,686.505672517351,697.142680444123,610.563774706589,441.489734819071,470.93856305196,517.507260258101,519.09255091362,462.433876479921,509.907829475551,578.251663751351,622.985619320596
166,MRT,680.911061879778,651.817840199777,648.879643934862,732.017820812675,823.554457141893,998.96583416747,1300.60367988659,1405.15016203368,1635.5630623124,1435.43010811893,1659.96369705455,1931.19975525465,1859.11733247641,1934.24103064714,1713.00865264234,1554.94897871782,1565.76575722696,1615.00401327323,1722.93528854073,1767.072710621,1795.76459566714,1947.78918383313,1960.35240077424,2120.82320358953
167,MUS,3981.98343249582,3908.55694927435,4073.06053055903,4858.26575549747,5460.60800184198,5354.02974260642,5695.97525509869,6574.6635764099,8030.05228087539,7318.12640972422,8000.37643182154,9197.04299089459,9291.23627601053,9764.64413060045,10366.3550754936,9507.87133656424,9965.72531085228,10841.6847754844,11643.4605962124,11403.2527870674,9011.04288445023,9068.97300226707,10239.7970461095,11613.0441587588
168,MWI,224.22415918428,215.474524898357,428.210439838398,383.348596852642,404.674248445428,414.361121984475,440.822149023873,475.180261659331,554.048820396119,625.869729869625,683.124694716799,763.061000394572,558.46208832772,496.947368267313,529.5133440206,539.605363240686,450.506105510719,495.769683367165,533.203173686705,580.889816066776,602.507478176106,617.447520802454,604.269751184515,602.343619809252
171,NAM,2156.67590512714,1915.58926594875,1772.07565537493,2569.24739317883,3403.15496192955,3685.77299991587,4017.1834716928,4379.04313682732,4204.78555422749,4302.91374148376,5418.21633365814,5834.7917675794,5942.64680978673,5346.62131149967,5378.32326241205,4774.10650865775,4395.68776162376,5143.96072323076,5308.60813408705,4731.9210318831,3878.58982993966,4412.8355693052,4349.04532248966,4168.28521087347
173,NER,194.771959898935,205.417936120931,225.294391147438,265.225363452469,283.468281798296,318.643121918273,333.345078419447,387.168065883301,475.044955398162,461.131533961487,474.425692340831,510.75956176268,528.510104469655,552.103334363117,565.30989731175,485.662574175279,502.706475406446,521.804130023434,578.568035680892,561.691304349698,579.512495758236,608.722439593808,609.745147574878,642.937917863471
174,NGA,547.318298903379,566.428231812933,712.164852077686,763.388745367223,962.48104194733,1211.37703504386,1599.53891556365,1815.52697545827,2154.10543545364,1820.48633854782,2202.25672957344,2418.41316975875,2633.19734671361,2872.79083379398,3088.72131316169,2585.73360671797,2070.4127339595,1876.34027111773,2057.87944554011,2265.15520863056,2019.65706326224,2017.27486481527,2139.37478476974,1596.63696129001
203,RWA,251.86926386091,237.308846200901,234.043016755733,249.012274982252,269.540446333402,324.016863847189,356.995022901154,426.234183487629,528.326391755502,564.039095842449,593.624927744346,651.133677964662,706.817317494399,704.924190167572,724.957521209377,733.998585018273,729.519154199595,758.301002985965,771.773521962568,810.051420243718,778.701538550324,828.833032800998,975.469315871749,1010.2689290184
207,SEN,603.233162455158,637.213530563724,669.430447319209,817.888034221442,918.102079522155,979.846101520171,1017.20196747987,1188.93877808175,1398.79218010021,1308.69404336205,1275.88357492357,1374.67591873844,1326.83798848379,1379.83196553924,1398.89137601382,1218.00613555438,1266.43957151587,1356.80518449031,1452.55612562445,1431.18128932159,1461.08720350553,1598.10676952274,1564.74522071584,1706.44218024762
210,SLE,143.743743239644,358.31568592361,388.995136049853,413.817666037168,417.750034826993,462.633324427945,517.913366011018,578.648417351785,650.684422202761,624.898797932327,648.129229488008,718.161680687537,904.840762004552,1146.4163912665,1140.92742266148,945.148168480629,838.631615328371,788.486867334833,845.914540460932,843.71251730417,845.313836261458,885.184270659578,860.130884035452,757.85833603088
216,SSD,1654.21153546555,1654.21153546555,1654.21153546555,1654.21153546555,1654.21153546555,1654.21153546555,1654.21153546555,1654.21153546555,1654.21153546555,1323.22068747862,1498.27034985194,1448.98435006408,1109.26050083408,1650.18943353528,1242.73450181032,1080.14718624765,1080.14718624765,1080.14718624765,1080.14718624765,1080.14718624765,1080.14718624765,1080.14718624765,1080.14718624765,1080.14718624765
219,STP,529.089383412262,518.88050130005,568.10257252271,663.696211810494,726.560882130444,844.169181884274,861.970707697664,878.885791918745,1081.8684584729,1128.28046213305,1045.20958234528,1219.80189089671,1210.79264672325,1382.5757842916,1489.67633417608,1298.10946596396,1434.87018050521,1555.79477812888,1825.59971753966,1935.2931816596,2167.22001796925,2362.58827248102,2389.73729784737,2940.93352926715
224,SWZ,1668.9749133064,1467.5389023828,1351.86550182919,2060.18418135789,2581.24172793045,2945.36394872311,3035.06156119205,3180.86121498525,2999.82816920508,3239.7578007877,3992.95199562618,4312.34243414155,4347.99569336631,3910.0639762073,3740.69277623691,3393.53367834668,3223.92004062357,3831.42595273032,3986.10557163026,3894.32951592818,3442.3216527415,3926.48687364215,3852.08573272946,3610.60879677551
226,SYC,8063.65500575169,8153.2986369879,8864.16919495467,9070.28460757013,10827.671636033,11802.1118276833,12782.9938926475,12669.3026687222,11265.4376270005,9747.09180546291,10934.79494629,12110.0937461973,12337.1554669388,14821.2921476077,15188.1902175113,15333.1051727105,16566.9946042294,17480.3651911372,18440.2340460932,19141.5118743615,14041.4754074575,14982.9111487767,17167.1909760833,17879.2396545075
229,TCD,163.121663683369,194.32295331156,219.061391951349,289.087621122168,445.850767157087,643.807929251964,693.854591777338,780.581405973967,905.678431905648,781.143474044293,866.439680905028,954.316872911808,936.141444963822,946.129583097771,982.527563074226,747.588448455507,668.078636142918,640.117048532702,695.642393675941,678.142035723965,622.095543396442,660.747192555507,671.720147647873,680.639877912029
232,TGO,409.889802792768,396.692654520135,445.238691488925,538.16537776929,560.266308533382,551.259850017077,552.50227125256,607.588224471809,718.948786366771,720.694168794129,704.987164181378,783.989380490906,762.392047587088,826.543259457126,855.585284856656,751.052405084336,772.581787093976,792.765487219069,851.130806891807,826.260654099894,853.578220263722,939.613373786407,898.758154410712,985.697512629974
246,TZA,401.698150634766,396.638732910156,402.649047851563,422.18359375,450.385284423828,483.334869384766,475.746734619141,543.198303222656,675.977233886719,693.823547363281,736.530151367188,775.392761230469,861.969909667969,963.05712890625,1022.74841308594,939.127319335938,953.0107421875,986.674011230469,1023.10626220703,1063.32250976563,1117.41528320313,1159.85656738281,1207.85302734375,1224.48962402344
247,UGA,258.050338731086,236.021188853993,241.984688408335,250.71543664681,292.38185796262,330.405402707025,346.518255310647,401.389130865581,472.842681495852,798.947089938247,823.488144282,835.620060555838,795.222867553127,818.285427416713,896.054795546394,862.934610355811,752.696571725656,765.218332297361,792.16570022814,822.057058189153,845.766463890124,882.791717542504,963.067314117178,1002.30913917142
263,ZAF,3217.84693448467,2847.15191945908,2688.23676032806,4062.21755993786,5221.46333731721,5836.87663325127,6077.38293388876,6591.85535960564,6184.75474328399,6374.70560042992,7973.47195771517,8646.05571071635,8076.97678479741,7331.65467384919,6856.73137092522,6112.27382485974,5651.20585165749,6618.33508255701,6914.1780318076,6533.71121032856,5580.60383075189,6843.39941886204,6523.41097815853,6022.5425418935
264,ZMB,359.429500988221,396.548952993504,393.864625518616,446.290104839041,548.685974566277,710.982068171696,1051.71714895686,1118.73162626953,1375.50211006997,1136.24168316848,1451.10616017155,1624.86817763443,1710.05061343728,1820.71854827391,1707.48573136694,1295.87788680068,1239.08527877713,1483.46577328065,1463.89997855593,1258.98619844462,951.644316655957,1127.16077872857,1447.12310138035,1330.72780576709
265,ZWE,562.556900384332,566.107646563399,524.677238832055,468.234185771582,469.484653598898,461.0282813252,430.809179322191,413.302571731556,340.740182862316,735.444551727601,901.554443558321,1037.25491018154,1238.60109002194,1362.30066802685,1372.21278071456,1386.42284717709,1407.41536437554,3448.08253696926,2271.8533351306,1684.02790388182,1730.41348946953,1724.38773104902,2040.55245910726,2156.0340040333
