Year,"Population requiring PC for STH, Pre-SAC",Number of Pre-SAC targeted,Reported number of Pre-SAC treated,"Drug combination, Pre-SAC","Programme coverage, Pre-SAC (%)","National coverage, Pre-SAC (%)","Population requiring PC for STH, SAC",Number of SAC targeted,Reported number of SAC treated,"Drug combination, SAC","Programme coverage, SAC (%)","National coverage, SAC (%)",CountryCode
2005,18500849,2682472.0,4200000.0,Alb/Mbd, ,22.24922972636944,37064355,3260446.0,918000.0,Ivm+Alb, ,2.47677316926195,NGA
2005,509859,631586.0,504026.0,Alb/Mbd, ,98.04370111441148,1057708,542695.0,63885.0,Ivm+Alb, ,5.738049032489841,CAF
2005,1214621,197000.0,175334.0,Alb/Mbd,89.0020304568528,14.43528475137512,2450434,758231.0,188053.0,Mbd, ,7.674273210378243,GIN
2006,710907,704355.0,694862.0,Alb/Mbd - round 2,98.6522421222253,97.74302405237252,No PC required,1531834.0,632118.0,Ivm+Alb, ,47.24164243579695,SLE
2006,2402367,3229541.0,3002474.0,Alb/Mbd, ,100.0,5053233,1011206.0,213240.0,Ivm+Alb, ,4.152180725753011,CIV
2006,868959,1151156.0,1187269.0,Alb/Mbd, ,100.0,1976748,1451954.0,200000.0,Alb/Mbd, ,10.117627537753927,BDI
2006,2934627,3043840.0,3017790.0,Alb/Mbd, ,99.77191043442814,5667756,385278.0,31451.0,Alb/Mbd, ,0.5549109735846074,MOZ
2006,2356510,2931663.0,3040794.0,"Dec+Alb, Alb/Mbd", ,100.0,4985468,1158709.0,575101.0,Dec+Alb, ,11.53554691354954,MDG
2006,1235441,707593.0,1509878.0,Mbd, ,100.0,2493096,758231.0,193227.0,Mbd, ,7.7504837358850205,GIN
2006,2250852,2676553.0,1923909.0,Alb/Mbd, ,81.39244351334155,4675372,3672936.0,155000.0,Pzq+Alb, ,3.31524422013906,CMR
2006,1484754,1645475.0,1336885.0,Alb/Mbd, ,84.29941288006573,2842088,743593.0,17500.0,Mbd, ,0.615744480818328,TCD
2006,18877058,2682472.0,4200000.0,Alb/Mbd, ,22.24922972636944,37865709,3260446.0,903122.0,Ivm+Alb, ,2.385065601174931,NGA
2006,10084432,4581594.0,4037805.0,Alb/Mbd - round 1,88.13100855291847,40.03998440368283,21303442,3569694.0,3320350.333333333,Ivm+Alb, ,15.904555575090288,ETH
2006,10084432,5218201.0,4459429.0,Alb/Mbd - round 2,85.45912662237426,44.220923895366646,No PC required,3569694.0,1661798.6666666665,Ivm+Alb, ,7.959759629159327,ETH
2006,2544822,190200.0,122902.0,Alb/Mbd,64.61724500525763,4.829492986149916,5581994,1716739.0,2228136.0,"Ivm+Alb, Alb/Mbd", ,39.91648862395768,GHA
2006,72311,79054.0,2632.0,Dec+Alb, ,3.63983349697833,149387,196889.0,7604.0,Dec+Alb, ,5.090135018442033,COM
2006,8990244,3618622.0,3427139.0,Alb/Mbd,94.70840004841622,38.120645001403744,17348626,3455081.0,230000.0,Mbd, ,1.325753405485829,COD
2006,1075496,1963790.0,1712154.0,Alb/Mbd,87.18620626441728,100.0,2169880,226196.0,486111.0,"Ivm+Alb, Alb/Mbd", ,22.402667428613565,BEN
2006,1720475,1999050.0,1602468.5,Alb/Mbd, ,85.60551442946338,3357945,242876.0,639765.0,"Pzq+Alb, Mbd", ,19.052277509012207,ZMB
2006,218581,198512.0,161085.0,Alb/Mbd, ,73.99708761501394,528738,458705.0,127844.66666666667,Ivm+Alb, ,25.303843164188276,LSO
2006,363628,472484.0,381673.0,Alb/Mbd, ,100.0,773527,65234.0,83633.33333333334,Ivm+Alb, ,5.293795002231627,MRT
2006,710907,721820.0,629424.0,Alb/Mbd - round 1,87.19957884237067,88.53816321966164,1355538,1531834.0,852160.0,Alb/Mbd, ,62.865076449350745,SLE
2006,4168366,4722159.0,768342.5,Alb/Mbd, ,21.296621787532366,10008283,10484393.0,5038560.0,Ivm+Alb, ,100.0,ZAF
2006,4542156,5375868.0,4620049.0,Alb/Mbd, ,100.0,8788972,4475952.0,2591689.0,"Alb/Mbd, Pzq+Alb", ,29.48796514541177,UGA
2006,1218737,1105847.0,1193428.0,Mbd,107.9198116918525,97.92334195154493,2338298,3325950.0,2454947.0,Ivm+Alb, ,99.94333029765028,RWA
2006,No PC required,5680338.0,5581739.0,Alb/Mbd, ,100.0,3885928,440300.0,1288289.0,"Alb/Mbd, Pzq+Alb", ,33.15267292651845,BFA
2006,454682,460061.0,383392.0,Alb/Mbd,83.33503600609484,84.32090999863641,926839,9601.0,105000.0,Mbd, ,11.328828415722688,LBR
2006,203303,254648.5,218196.5,Alb/Mbd, ,100.0,414167,19906.0,87100.0,Alb/Mbd, ,21.03016416083367,GMB
2006,1524382,1744308.0,1674076.0,Alb/Mbd,95.97364685594516,100.0,3175760,1537264.0,131589.0,Alb/Mbd, ,4.143543592714815,SEN
2006,5554539,6010015.0,5533367.0,Alb/Mbd,92.069104652817,99.61883425429184,10778903,1837406.0,1376675.0,Ivm+Alb, ,12.771939779029465,TZA
2006,2045907,5680338.0,5581739.0,Alb/Mbd, ,100.0,3885928,440300.0,3115652.0,Ivm+Alb, ,80.17781080864081,BFA
2006,514083,631586.0,504026.0,Mbd, ,98.04370111441148,1077975,542695.0,102234.0,Ivm+Alb, ,9.01593268591132,CAF
2006,125317,144474.0,126326.0,Alb/Mbd,87.4385702617772,100.0,310585,112900.0,206694.0,Alb - round 1, ,66.54989777355635,SWZ
2006,143063,214755.0,180356.0,Alb/Mbd, ,100.0,349667,259792.0,58768.0,Ivm+Alb, ,18.94,GAB
