Year,Population requiring PC for LF,Reported number of people treated,Programme (drug) coverage (%),National coverage (%),CountryCode,GDP_per_capita,HealthExp_per_capita,Pct_with_improved_sanitation
2006,15821728.0,2130005,77.18600769539067,13.462530767814995,MDG,324.146874882604,16.76423645,6.60626040079226
2006,4799900.0,1461523,78.40292299092654,30.449030188128916,BEN,809.147072506221,27.52271461,11.3007400084745
2006,38531568.0,6067789,71.99015689013538,15.74757871260261,TZA,475.746734619141,35.36390686,13.7317612866965
2006,13938935.0,11127329,79.82911893914421,79.82911893914421,BFA,455.513655620024,20.64653969,14.8159146955023
2006,12299691.0,2316180,78.23806438667948,18.83120478392506,MLI,493.628706470251,27.65656662,23.6069559732511
2006,572171.0,29248,77.32247660339449,5.111758547706892,COM,1154.90422349749,65.70906067,33.0502370446673
2006,2987266.0,0,0,0,KEN,699.80237063381,41.07886505,30.2231399084341
2007,4799900.0,1485608,80.90132389707463,30.950811475239064,BEN,912.338247188342,27.74564934,11.7983015321379
2007,37369939.0,6393215,68.53315047006822,17.10790857860378,TZA,543.198303222656,35.99416351,14.9287973517559
2007,12990930.0,4527977,80.45862001748847,34.854910310501246,MLI,564.157958339126,30.42856026,25.0829117113185
2007,4248592.0,472405,78.68118800007994,11.119095455623887,SEN,1188.93877808175,41.32680893,44.2305886798635
2007,15821728.0,2906529,79.53999441186829,18.370490252392152,MDG,419.548001431865,19.71751213,7.09404605387567
2007,3031878.0,0,0,0,KEN,840.201439476765,50.38684845,30.6001210320194
2007,514110.0,345973,72.64006349153026,67.29552041391919,COM,1289.73631056361,69.87508392,33.4374468041965
2007,1173631.0,966532,85.58371652140497,82.35399371693488,TGO,607.588224471809,22.96606827,12.0722256956924
2007,10555253.0,2223903,72.2230034453564,21.06915864546307,NER,387.168065883301,20.83684349,8.99542619140241
2007,4967802.0,1177214,61.32658047429076,23.69687841826224,SLE,578.648417351785,30.97717667,10.7956030782782
2007,14333866.0,11613507,81.02145645843208,81.02145645843208,BFA,514.684451177238,27.04532623,15.5707854905595
2007,12839562.0,4923440,71.43389828246065,38.345856346190004,UGA,401.389130865581,36.13018799,17.893860360696
2007,10510647.0,5932174,63.931625773863054,56.43966541736203,GHA,1050.12461524926,54.75652313,11.9437515914647
2007,80000000.0,3414800,74.78634818445781,4.2685,NGA,1815.52697545827,69.15039063,32.267693402297
2008,514110.0,0,0,0,COM,1455.02768595586,73.73594666,33.7793067711292
2008,1205317.0,936848,85.29726412663554,77.72627449874182,TGO,718.948786366771,27.6753788,12.5354529601089
2008,40420017.0,3140683,71.5990332129029,7.770117959129013,TZA,675.977233886719,36.01263428,16.1250365499333
2008,13264445.0,6450542,62.444374723440646,48.630319625133204,UGA,472.842681495852,40.08214951,18.107742128752
2008,63306769.0,3884644,73.35464243368634,6.136222178705724,NGA,2154.10543545364,80.09986115,33.0520742471129
2008,5319758.0,3179107,70.07666292011243,59.760368798731065,SLE,650.684422202761,36.24853897,11.4555103768436
2008,12887248.0,2704323,80.51417523317741,20.98448792170369,MWI,554.048820396119,32.93960953,18.4488656942881
2008,15411849.0,12041890,81.78007830775492,78.1339734122752,BFA,619.437533256264,28.90426254,16.2596775904484
2008,13332921.0,5066874,61.631295804978016,38.002730234432505,MLI,658.493183322369,34.10325623,26.5889043994531
2008,3031878.0,1092068,62.67071973298886,36.01952321300527,KEN,915.54435473604,55.4166069,30.979034639325
2008,5314600.0,447593,75.30849034064333,8.421950852368946,SEN,1398.79218010021,49.78118515,45.3148396181609
2008,5282204.0,904775,84.10245017433522,17.128740200113437,BEN,1060.60254502099,29.14166451,12.3071178648893
2008,10355501.0,3849412,58.72511638883918,37.17262931074025,NER,475.044955398162,24.71139526,9.48812752048888
2008,11378229.0,7228639,70.64202037081829,63.5304404578252,GHA,1182.65761256016,61.90890884,12.9418000356966
2008,14305000.0,1165251,77.29460812115062,8.145760223698009,CMR,1492.14269801453,53.99885559,39.7329093241941
2008,17389792.0,4891862,75.40985223907447,28.130652741562407,MDG,512.579800058444,21.33732986,7.58477424817969
2009,,0,0,0,MUS,7318.12640972422,301.46151733,93.8117044078618
2009,,0,0,0,RWA,564.039095842449,44.08419418,57.6054507159274
2009,514110.0,0,0,0,COM,1410.30516959473,69.42589569,34.0757324816563
2009,11465194.0,6523176,72.53345644674155,56.895469889127035,NER,461.131533961487,24.40502357,9.97724246979752
2009,410000.0,0,0,0,STP,1128.28046213305,76.35579681,31.8267788469795
2009,13798000.0,9730857,85.08506270470424,70.52367734454269,MLI,662.883388148082,35.57579422,28.1230644263015
2009,70650902.0,4754864,57.33055052165662,6.730082511897725,NGA,1820.48633854782,68.00685883,33.8602865376741
2009,12887248.0,10805518,82.78134751767074,83.84659005553397,MWI,625.869729869625,35.80582047,20.7030013060694
2009,2600000.0,0,0,0,COG,2271.15219175966,48.9272995,15.5506898875387
2009,15538610.0,1607688,71.75586488176508,10.346408076398083,MOZ,547.697144193651,27.63411713,20.0645617499618
2009,1200000.0,0,0,0,GMB,774.888030908091,34.4699173,46.3534895570565
2009,1290600.0,0,0,0,GAB,7290.57526093114,283.02966309,42.9671451534089
2009,13264445.0,0,0,0,UGA,798.947089938247,44.42161942,18.3208073608516
2009,5314600.0,412461,66.84239099608631,7.760903925036692,SEN,1308.69404336205,50.8613205,46.3960167988497
2009,49140000.0,0,0,0,COD,280.798051526498,13.18276978,19.8835864068139
2009,3600000.0,0,0,0,LBR,448.386367025545,52.30115128,15.4613878781595
2009,3031878.0,0,0,0,KEN,1047.9678324485,55.28591537,31.3598599769359
2009,,0,0,0,SYC,9747.09180546291,329.66345215,97.6044932196753
2009,1311741.0,0,0,0,GNB,583.190020139094,27.59508705,12.2823572765206
2009,420000.0,0,0,0,GNQ,13232.5019378102,255.58073425,63.0143172996571
2009,1191720.0,329660,82.57395486311148,27.66253818010942,TGO,720.694168794129,29.0416832,13.0082555482649
2009,5319758.0,3476726,74.05623051131369,65.35496539504241,SLE,624.898797932327,37.96392822,12.1362209658532
2009,6067135.0,0,0,0,GIN,662.185914665681,24.00493431,16.841000124284
2009,3577000.0,0,0,0,ERI,642.92572288007,22.65766335,11.0220410741386
2009,11587953.0,7204038,74.82994299596363,62.16833982671487,GHA,1047.70430093586,61.81399536,13.9573276526153
2009,17948748.0,5046639,74.64391109417727,28.116941638491998,MDG,446.315238370592,19.96823883,8.07809185945002
2009,14000000.0,914720,78.88284941354424,6.533714285714286,CIV,1540.45393569596,72.83110809,26.7970814130263
2009,12090000.0,0,0,0,AGO,3136.64546955947,120.0315094,39.7942707753161
2009,30000000.0,77442,78.19501802356696,0.25814000000000004,ETH,368.574712267445,15.36375141,5.56530539724539
2009,37369939.0,4396112,73.23390590149292,11.763765522871203,TZA,693.823547363281,33.38547516,17.3196247396948
2009,6000000.0,0,0,0,ZWE,735.444551727601,98.24945831,41.7711991394054
2009,,0,0,0,CPV,3659.72046361628,127.79914856,57.4769273640947
2009,14305000.0,616160,74.61524395634204,4.307305138063614,CMR,1461.38999232337,50.604702,39.9666331909279
2009,15411849.0,12326907,79.98331024395581,79.98331024395581,BFA,601.569520671859,30.68659401,16.9336302229932
2009,7270000.0,0,0,0,TCD,781.143474044293,36.02885056,10.4835850614972
2009,8780000.0,0,0,0,ZMB,1136.24168316848,59.36890793,27.5935099893468
2009,,0,0,0,BDI,199.097633037708,18.82117844,45.9285444534239
2009,5282204.0,908775,85.0737675759675,17.204466166017063,BEN,1024.10277858112,30.67226219,12.8267358396861
2009,3300000.0,0,0,0,CAF,456.471673898404,21.82637405,18.3030851796557
2010,30000000.0,73435,72.69856355122609,0.24478333333333335,ETH,330.619412798644,16.40672684,5.88367348842843
2010,1290600.0,0,0,0,GAB,8356.74662013345,207.93783569,44.0184608469988
2010,16819434.0,3676469,69.83985234440864,21.858458495095615,CMR,1398.58702025047,49.50485611,40.2024295671356
2010,3300000.0,193919,47.84449472133744,5.876333333333333,CAF,476.873786950728,16.40023994,17.9009514050434
2010,3577000.0,0,0,0,ERI,539.699512069686,24.43300056,11.2019449777584
2010,1191720.0,0,0,0,TGO,704.987164181378,31.36204338,13.4914168494847
2010,,0,0,0,CPV,3579.46006137809,142.87771606,59.6818525468582
2010,420000.0,0,0,0,GNQ,13720.1658723222,241.66999817,63.8311923686012
2010,,0,0,0,BDI,216.727705301976,25.12049484,45.930071391903
2010,8780000.0,0,0,0,ZMB,1451.10616017155,58.39817047,28.4217753410918
2010,11925399.0,7491873,75.17424726645869,62.82282882107341,GHA,1263.89251760539,71.6121521,14.9904419527654
2010,49140000.0,0,0,0,COD,314.53858629844,12.53950882,19.4987268908352
2010,1200000.0,0,0,0,GMB,801.033372714536,32.81699753,46.3547751187486
2010,6127337.0,4760021,77.68498778506878,77.68498778506878,SLE,648.129229488008,36.55500031,12.8377260886087
2010,1311741.0,0,0,0,GNB,600.194298540768,31.5948391,13.4760634593862
2010,12090000.0,0,0,0,AGO,3597.34293216332,96.66415405,41.0607923213848
2010,88966825.0,10489790,48.94373434171575,11.790675906440406,NGA,2202.25672957344,75.58924866,34.6931332709606
2010,11465194.0,7802679,72.73644979692058,68.05535955170056,NER,474.425692340831,23.33815765,10.4624965004898
2010,17118460.0,3739881,74.35454128846204,21.84706451398081,MOZ,496.185839392659,26.17583847,21.3170069551163
2010,,0,0,0,MUS,8000.37643182154,357.00109863,94.2335664258149
2010,,0,0,0,RWA,593.624927744346,48.02530289,58.9727043706858
2010,410000.0,0,0,0,STP,1045.20958234528,74.38393402,33.1528174421221
2010,15039794.0,10046835,84.79735024818001,66.80167959747321,MLI,670.369098976461,32.20446396,29.6838043988009
2010,5282204.0,946317,85.61049417618455,17.91519221900555,BEN,973.244254493089,30.38452339,13.3574318576564
2010,13065294.0,10797082,82.63941094628258,82.63941094628258,MWI,683.124694716799,34.2412796,22.9502207251724
2010,18602379.0,6868762,66.33046734711911,36.92410524481842,MDG,450.009391645726,21.57974052,8.57423264087617
2010,6000000.0,0,0,0,ZWE,901.554443558321,98.24945831,41.1551678278732
2010,5314600.0,0,0,0,SEN,1275.88357492357,51.81986618,47.4746195159613
2010,3600000.0,0,0,0,LBR,492.252808033724,50.63946533,15.9511988042973
2010,15411849.0,0,0,0,BFA,624.957252224766,32.8663559,17.5931679395271
2010,3031878.0,0,0,0,KEN,1091.51873101194,58.93074799,31.74269809332
2010,,0,0,0,SYC,10934.79494629,472.47903442,97.8470890468718
2010,6067135.0,0,0,0,GIN,659.235326211315,22.8732872,17.8258881812328
2010,14704200.0,9183256,72.42442257269805,62.45328545585615,UGA,823.488144282,51.96447372,18.5332942492702
2010,37369939.0,4465654,73.27444669896505,11.949856273514389,TZA,736.530151367188,36.89682007,18.5129732606357
2010,514110.0,0,0,0,COM,1386.5742428453,69.0898819,34.3266154418974
2010,7270000.0,0,0,0,TCD,866.439680905028,36.498703,10.6144009031658
2010,2600000.0,0,0,0,COG,2946.55798067708,54.86231995,16.0823109686403
2010,14000000.0,2458436,31.484721604293664,17.560257142857143,CIV,1553.54887048143,71.98825836,27.5606050351637
2011,12150323.0,7761897,73.79332480037176,63.88222765765157,GHA,1507.43573198753,95.87026215,16.0404640405783
2011,1582496.0,264712,73.95574032011577,16.727498837279843,GNB,719.539573498937,44.70295334,14.6859905747985
2011,420000.0,0,0,0,GNQ,17198.2136668275,266.68746948,64.6283691531245
2011,16166882.0,11926872,79.83102174295875,73.77348334700532,MLI,789.06272549554,32.52751923,31.2702844442832
2011,1191720.0,0,0,0,TGO,783.989380490906,35.2552681,13.9893165783066
2011,5812099.0,531313,84.20668089887997,9.141499482372891,BEN,1059.41358915783,32.9503212,13.8991204082012
2011,16673025.0,7943616,77.99348334124367,47.643519997121096,CMR,1513.96056994878,57.71255493,40.4400396496545
2011,3300000.0,0,0,0,CAF,534.057281471636,18.9371357,17.504011935079
2011,3577000.0,0,0,0,ERI,688.68165957684,33.27035522,11.3735399803252
2011,7270000.0,0,0,0,TCD,954.316872911808,38.68487549,10.7545445031211
2011,14104061.0,11258343,79.82341397984595,79.82341397984595,MWI,763.061000394572,39.60096741,25.1902515685701
2011,8780000.0,0,0,0,ZMB,1624.86817763443,65.0934906,29.2415052848176
2011,2600000.0,0,0,0,COG,3396.16505817952,59.84463501,16.6267536896129
2011,30000000.0,84929,81.74424424424424,0.28309666666666666,ETH,343.024942351887,14.83500671,6.19978430281278
2011,1200000.0,0,0,0,GMB,710.608411468152,30.82727623,46.3775404309418
2011,16570898.0,12825582,81.30330671692684,77.39823152613697,BFA,725.024767725475,33.8243866,18.2380244727644
2011,18602379.0,0,0,0,MDG,506.163691559309,23.37224197,9.07317357345326
2011,3421741.0,1259903,58.26903590157695,36.82052499005623,KEN,1096.14499807675,57.18780136,32.1277605077796
2011,6000000.0,0,0,0,ZWE,1037.25491018154,87.49465179,40.5413106062604
2011,5314600.0,0,0,0,SEN,1374.67591873844,58.30465698,48.5501486192775
2011,1290600.0,0,0,0,GAB,10219.1139339454,262.77456665,45.0801946872977
2011,514110.0,0,0,0,COM,1531.43789372951,80.95452881,34.5313813628435
2011,410000.0,0,0,0,STP,1219.80189089671,84.74559784,34.4829426011606
2011,3600000.0,0,0,0,LBR,568.087865520004,54.34541321,16.4501799867755
2011,14203400.0,8766071,63.77917740951975,61.71811678893786,UGA,835.620060555838,55.3051796,18.7450509527494
2011,17114949.0,8496428,81.31160029169642,49.643314741983744,MOZ,618.17649286789,30.28253746,22.5867672282022
2011,106124877.0,19887248,57.74711585253405,18.73947802078489,NGA,2418.41316975875,83.10647583,35.5499398732214
2011,14000000.0,0,0,0,CIV,1596.62826565998,72.44979095,28.3316063644831
2011,11605401.0,7394521,63.71620969548658,63.716204205266145,NER,510.75956176268,24.68768311,10.9435748894921
2011,6067135.0,0,0,0,GIN,636.694958747648,24.42393684,18.8300747464885
2011,49140000.0,0,0,0,COD,364.714191777632,12.27988434,19.1224516966063
2011,12090000.0,0,0,0,AGO,4615.91059831778,121.91368866,42.3266654473422
2011,43956328.0,10912153,76.19968478688199,24.824987655929768,TZA,775.392761230469,37.43364334,19.7043086556293
2011,6312745.0,5074218,80.3805317654998,80.3805317654998,SLE,718.161680687537,47.91463089,13.560179661658
2012,12090000.0,0,0,0,AGO,5086.02740086376,121.79575348,43.5914724861148
2012,1290600.0,0,0,0,GAB,9296.96587941088,226.32527161,46.1524575071287
2012,16779208.0,12437078,81.03005579226726,74.12196094118387,BFA,731.470138867833,33.78236771,18.8675829272628
2012,14807685.0,11877822,80.21390244322458,80.21390244322458,MWI,558.46208832772,32.80570221,27.422603378864
2012,6067135.0,0,0,0,GIN,699.353377212197,23.99205208,19.8535692875928
2012,108526381.0,15815548,52.925594713821496,14.57299861496349,NGA,2633.19734671361,91.06047821,36.4309333257504
2012,8780000.0,0,0,0,ZMB,1710.05061343728,69.96878815,30.0534088180325
2012,1200000.0,0,0,0,GMB,692.579361628102,29.30704689,46.4212039686368
2012,30000000.0,987414,78.63078932280054,3.29138,ETH,452.101031885754,20.28753662,6.51408999312917
2012,3421741.0,0,0,0,KEN,1285.00536171512,64.72195435,32.5150753685583
2012,410000.0,0,0,0,STP,1210.79264672325,86.12266541,35.8167422474695
2012,5314600.0,0,0,0,SEN,1326.83798848379,56.95115662,49.62215098708
2012,18602379.0,907295,66.88001851686678,4.877306284319872,MDG,493.511162904211,19.71853828,9.57497722568056
2012,6000000.0,0,0,0,ZWE,1238.60109002194,89.26095581,39.9294247255203
2012,45173251.0,14338713,65.77590120728878,31.741600798224596,TZA,861.969909667969,41.63511276,20.8937174720611
2012,17114949.0,0,0,0,MOZ,685.685748199513,35.03115845,23.8737014232425
2012,2600000.0,0,0,0,COG,3732.32737320389,71.6878891,17.1843319776117
2012,16166882.0,10373698,80.69632987479258,64.16634945439695,MLI,733.738935290444,28.26848984,32.8816854500786
2012,14464244.0,6052350,66.99025708957669,41.84352808207605,UGA,795.222867553127,55.14218903,18.9561823261431
2012,1191720.0,0,0,0,TGO,762.392047587088,36.26974869,14.4998960284454
2012,7270000.0,0,0,0,TCD,936.141444963822,37.49700546,10.904855366766
2012,14000000.0,0,0,0,CIV,1546.9460184731,74.48454285,29.1096545103652
2012,3600000.0,2217320,81.06704962912698,61.592222222222226,LBR,638.368751462083,50.35652542,16.9578913961146
2012,12467592.0,8926672,71.59900644807755,71.59900644807755,NER,528.510104469655,22.56604767,11.4210866098121
2012,1582496.0,0,0,0,GNB,635.461653303881,37.72527695,15.9125580822648
2012,6667687.0,5296185,79.43061814389307,79.43061814389307,SLE,904.840762004552,50.08378601,14.3035858013974
2012,11925399.0,7649497,73.62268405341374,64.1445791457376,GHA,1543.77524235764,83.48946381,17.1069348843732
2012,514110.0,0,0,0,COM,1490.31511351281,76.77297974,34.6899269606426
2012,3300000.0,432450,77.66060993524242,13.104545454545455,CAF,544.395849142785,20.60425186,17.1121604556915
2012,17091469.0,8385808,80.79568907650224,49.06429049486618,CMR,1449.09874362279,56.3600235,40.679527922419
2012,49140000.0,0,0,0,COD,400.059901824342,13.62572193,18.7546676228376
2012,3577000.0,0,0,0,ERI,688.68165957684,25.96233749,11.5365169297833
2012,3747913.0,656329,80.72440898396037,17.511852596364964,BEN,1071.52583567484,34.21852112,14.4517136045026
2012,420000.0,0,0,0,GNQ,17308.5723924575,284.08352661,65.4060707706963
2013,8114652.0,732268,49.276333675180545,9.024022225475596,SEN,1379.83196553924,61.02893066,50.6907763152699
2013,3421741.0,0,0,0,KEN,1370.87885214659,67.89151001,32.9047720711466
2013,10237354.0,7859416,76.77194712618125,76.77194712618125,GHA,2294.025645187,104.81430817,18.1892648687887
2013,17091469.0,9338427,79.86914819317357,54.637942472937816,CMR,1575.92882118897,56.61405563,40.9206144735396
2013,1668680.0,264358,69.38566606648854,15.842342450320013,GNB,654.304534409417,46.01106644,17.1557987744749
2013,2600000.0,103724,92.81291384802606,3.9893846153846155,COG,3697.41705884249,72.29035187,17.7552084286539
2013,7270000.0,0,0,0,TCD,946.129583097771,39.97917175,11.0657151939012
2013,1200000.0,0,0,0,GMB,653.862713272743,25.33724403,46.4844349819106
2013,6820160.0,5494161,80.55765553887298,80.55765553887298,SLE,1146.4163912665,81.8790741,15.067603703245
2013,6067135.0,0,0,0,GIN,748.455020824734,26.22439003,20.8963805793729
2013,1659558.0,0,0,0,SSD,1650.18943353528,27.0063858,8.78381166341978
2013,13113401.0,9368472,71.44196993594568,71.44196993594568,BFA,759.762065168498,42.40937042,19.4816080899317
2013,17443064.0,1500714,70.02492634549539,8.60349993556178,CIV,1786.15862031324,71.52493286,29.894622861839
2013,1290600.0,0,0,0,GAB,9197.70106323947,262.78244019,47.2348995593806
2013,12090000.0,0,0,0,AGO,5057.74787833163,142.88616943,44.8547922195447
2013,114286356.0,22538959,73.6256832617279,19.72147838889885,NGA,2872.79083379398,100.81700897,37.3360752432271
2013,49140000.0,0,0,0,COD,431.191528160935,15.86667633,18.3953627320994
2013,12604890.0,8189778,69.12829724116595,64.97302237464983,NER,552.103334363117,24.43749619,11.8947265091648
2013,39900484.0,17114802,77.13403824549513,42.89372028670129,TZA,963.05712890625,43.09357452,22.0803159001061
2013,17726780.0,11467739,84.98732979636297,64.69160783853583,MOZ,686.505672517351,41.17826843,25.1776607454077
2013,1191720.0,0,0,0,TGO,826.543259457126,40.56192398,15.0199254601717
2013,14875650.0,7532845,66.79634569562603,50.63876200367715,UGA,818.285427416713,53.0015564,19.1662858984987
2013,420000.0,0,0,0,GNQ,16304.0713196418,289.67935181,66.0469430159927
2013,17309000.0,12207072,82.05019006131849,70.52442082153793,MLI,758.475532598732,30.89883041,34.5171909966045
2013,514110.0,0,0,0,COM,1603.32797107303,81.4433136,34.802124546897
2013,3300000.0,0,0,0,CAF,364.36696260838,16.78926849,16.7250416362785
2013,3747913.0,1155182,105.41597617152993,30.822006807521944,BEN,1168.92699314206,34.83580017,15.0147440721455
2013,3577000.0,0,0,0,ERI,688.68165957684,29.52669525,11.6362700513655
2013,8780000.0,692310,83.14687708299556,7.885079726651481,ZMB,1820.71854827391,84.19036102,30.8570284614837
2013,14989401.0,12443745,83.01695978378322,83.01695978378322,MWI,496.947368267313,39.87806702,29.6470619862229
2013,410000.0,0,0,0,STP,1382.5757842916,124.09713745,37.1493809462961
2013,30000000.0,1422298,74.19255559102697,4.740993333333334,ETH,484.039833104062,19.53577042,6.82389059062955
2013,2938370.0,2445275,100.26348494720256,83.21875733825216,LBR,710.744570927863,48.74785614,17.4748084783238
2013,17784306.0,7892186,66.394214518252,44.37725036894889,MDG,515.301589361832,19.75903702,10.0796108080669
2013,6000000.0,0,0,0,ZWE,1362.30066802685,100.13693237,39.3197198966502
2014,11650319.0,8202072,101.19851700192956,70.40212375300625,BFA,764.861675106225,38.37065506,20.0801867081172
2014,8351297.0,662895,70.21768812688217,7.937629328713851,SEN,1398.89137601382,62.2051239,51.7558632183278
2014,12090000.0,0,0,0,AGO,5005.9997412707,130.74234009,46.1170299677134
2014,3603390.0,0,0,0,KEN,1482.81566253497,73.19489288,33.2968469581464
2014,6067135.0,956726,83.4990993129643,15.768991459725223,GIN,765.146999389279,37.0862999,21.9585172286295
2014,10236777.0,7165277,87.49423036627222,69.99543899412872,NER,565.30989731175,24.89271736,12.369659574494
2014,2938370.0,0,0,0,LBR,706.714490064507,59.98974228,18.0004756381115
2014,18218250.0,13976842,97.1125487201037,76.71890549311816,MOZ,697.142680444123,43.08488846,26.498493533672
2014,3767037.0,1273314,58.32868376425447,33.801473147197655,BEN,1204.39918700511,33.67948914,15.5894570732653
2014,6000000.0,0,0,0,ZWE,1372.21278071456,114.44429779,38.7170871077261
2014,17092155.0,1445937,93.79651108481754,8.45965298114837,MLI,797.154510755732,36.67969894,36.1762365300362
2014,18349339.0,8784209,73.4193443668125,47.87207321201053,MDG,505.684922503435,23.07670021,10.5872296200375
2014,194850.0,0,0,0,STP,1489.67633417608,118.93055725,38.4812028048961
2014,7270000.0,0,0,0,TCD,982.527563074226,43.6758728,11.2377496545349
2014,14989401.0,0,0,0,MWI,529.5133440206,35.64556885,31.8630595655518
2014,119839648.0,42725649,75.70244601385767,35.652348544949,NGA,3088.72131316169,106.11964417,38.2655122285715
2014,514110.0,0,0,0,COM,1615.71723662012,84.27106476,34.8674297281274
