CountryCode,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
GNQ,54.7905329053303,55.7769654189352,56.747003244862,57.6992353221695,58.6335887149041,59.5483761004959,60.4443364825893,61.3207802854585,62.177714886634,63.0143172996571,63.8311923686012,64.6283691531245,65.4060707706963,66.0469430159927,66.1151118654474,66.1825226445462,66.2485417470801,66.3127923585184,66.3127923585184,66.3127923585184,66.3127923585184,66.3127923585184,66.3127923585184
KEN,28.0531661128667,28.3656056383386,28.7335944914558,29.103314991973,29.4748031581827,29.848047955005,30.2231399084341,30.6001210320194,30.979034639325,31.3598599769359,31.74269809332,32.1277605077796,32.5150753685583,32.9047720711466,33.2968469581464,33.6913972045979,34.0884942632235,34.4882040042741,34.8906417362588,35.2957947881613,35.7038199428417,36.1147556713877,36.528720029267
LBR,12.0534262675018,12.3538896936024,12.657390593379,12.9635323462506,13.2725293447913,13.5841752250677,14.0429777254186,14.5085073995697,14.9804986862234,15.4613878781595,15.9511988042973,16.4501799867755,16.9578913961146,17.4748084783238,18.0004756381115,18.535132543282,19.0787826788986,19.6309444395375,20.1920909965308,20.7619736101479,21.3405767547591,21.9278878738336,22.5233824972505
LSO,8.05081252635009,10.4138869303896,12.7671556876899,15.0659903580985,17.3400175380548,19.5885686664073,21.8118480082732,24.0010764509758,26.1665222050084,28.3078762545419,30.4253043022921,32.5186590001468,34.5834307451435,36.6264406630214,38.6477300190175,40.647307173143,42.6251539735365,44.5812960773948,46.5155954019209,48.4279247089124,50.3180750724947,50.2988681196286,50.2791929850309
MDG,3.82452274708438,4.27623527355919,4.72902493987506,5.18344487592683,5.63879497378888,6.12117429647739,6.60626040079226,7.09404605387567,7.58477424817969,8.07809185945002,8.57423264087617,9.07317357345326,9.57497722568056,10.0796108080669,10.5872296200375,11.0976984938148,11.6111708642625,12.1276031211704,12.6470453599113,13.1693371507898,13.6947389718241,14.2229669156927,14.7542851111188
MLI,15.4101908214252,16.6941914369621,18.0121270781427,19.3629115283723,20.7464698412891,22.1609320906388,23.6069559732511,25.0829117113185,26.5889043994531,28.1230644263015,29.6838043988009,31.2702844442832,32.8816854500786,34.5171909966045,36.1762365300362,37.8578119850329,39.5613789309833,41.2864018368594,43.0319385671456,44.7976967244774,46.5825895523924,48.3865461258165,50.2085511222901
MOZ,10.2305487963868,11.2260111087981,12.2572646339569,13.3023143058234,14.3614035663123,15.4341574090753,16.5211559577989,17.6213721830878,18.8302407708135,20.0645617499618,21.3170069551163,22.5867672282022,23.8737014232425,25.1776607454077,26.498493533672,27.8360509112133,29.1901697914073,30.560328246432,31.9467194446126,33.350311214661,34.7705804730804,36.0718806213065,37.3797966827908
MRT,17.9997173834584,19.1524574061145,20.4186752595666,21.6942174188124,22.9791704022434,24.2726192428968,25.8426775463685,27.4480730531652,29.0901330674284,30.7676046443891,32.4828471045186,34.2364122777928,36.0288156075821,37.8596791899108,39.7263190878941,41.6283202758138,43.5651524136921,45.5380471543017,47.5458940516824,49.5893944954558,51.6677351813684,53.7815564908227,55.9298943954257
MUS,90.0793406891159,90.4883947670548,90.8988237585279,91.310664714881,91.723928323025,92.1386403749534,92.5547473749025,92.9723040352606,93.3912768352424,93.8117044078618,94.2335664258149,94.6568681231222,95.0744845618934,95.4787720221817,95.4736296388164,95.4685057890773,95.4635508377365,95.4587584215527,95.4587584215527,95.4587584215527,95.4587584215527,95.4587584215527,95.4587584215527
MWI,9.35119168326581,9.35302745592832,9.35480607328341,9.35670091834008,9.35853809192232,11.6430175561907,13.9195187317472,16.1881876779704,18.4488656942881,20.7030013060694,22.9502207251724,25.1902515685701,27.422603378864,29.6470619862229,31.8630595655518,34.0704034895695,36.2684898041781,38.4570669671792,40.6356736680772,42.8038378125311,44.9611498947132,47.1071257335363,49.2412888129489
NAM,28.0552178433948,28.3498582411564,28.7898121001836,29.2486420373994,29.6982094854602,30.1360786395554,30.5632818943393,30.9787336893598,31.3826009951545,31.7723198058651,32.1500515659927,32.5137073208858,32.8736174504631,33.2190608656143,33.549894403974,33.8649685207144,34.1586720557047,34.4301085125971,34.6797496021743,34.9607746948101,35.2599671979784,35.5534238160918,35.8405413584001
NER,5.51939760860001,6.02610409458753,6.5151645895249,7.0044098515518,7.49361279660052,7.99790275762047,8.49858964807735,8.99542619140241,9.48812752048888,9.97724246979752,10.4624965004898,10.9435748894921,11.4210866098121,11.8947265091648,12.369659574494,12.8471159354794,13.3269745796459,13.8105659838816,14.2977760229761,14.7900382805354,15.2880774887646,15.8815617318811,16.4096569958993
NGA,27.9946355957726,28.0339081146668,28.6863473284877,29.3592591376198,30.0532638422315,30.7689136768009,31.5068482626807,32.267693402297,33.0520742471129,33.8602865376741,34.6931332709606,35.5499398732214,36.4309333257504,37.3360752432271,38.2655122285715,39.2193825451344,40.1973273390898,41.1997191095263,42.2262606432937,43.27675278374,44.3511464071045,45.4491548934765,46.5706750774817
RWA,44.9053727635378,46.4743272720246,48.0136940623301,49.4007987176777,50.768335540329,52.1358341835326,53.5033672855633,54.8707679900931,56.2381232596537,57.6054507159274,58.9727043706858,60.3399094161962,61.7070227174276,63.0741145901109,64.4396648810938,65.8025240374221,67.1618497330345,68.5163433560546,69.8648759524537,71.2065248746041,72.5399876892976,73.8641077883081,73.826445482821
SEN,36.8403629523326,37.8255022373584,38.8186500389611,39.869656149518,40.9633021795963,42.0544776116129,43.1437484387826,44.2305886798635,45.3148396181609,46.3960167988497,47.4746195159613,48.5501486192775,49.62215098708,50.6907763152699,51.7558632183278,52.8193806775429,53.8806790444526,54.9398686162857,55.9960419566084,57.0490341820529,58.0982120345877,59.1433799517105,60.1839131026354
SLE,7.69468739920599,7.92617080881468,8.15825828538755,8.39095231627294,8.94954703702062,9.53865082527523,10.1566509069014,10.7956030782782,11.4555103768436,12.1362209658532,12.8377260886087,13.560179661658,14.3035858013974,15.067603703245,15.8525627970328,16.6582854370073,17.4849471744574,18.3338581421542,19.20548437001,20.0997387688789,21.0167130216126,21.9564981614005,22.9191871774247
SSD,6.86818715091659,6.86818715091659,6.86818715091659,6.86818715091659,6.86818715091659,6.86818715091659,6.86818715091659,6.86818715091659,6.86818715091659,6.86818715091659,6.86818715091659,6.86818715091659,7.8023782873843,8.78381166341978,9.81375490168788,10.8939961029361,12.0258100542095,13.2107250437217,14.4506357443147,15.747277681583,15.8448173708488,15.9472337239091,16.0551793971587
STP,20.6224626143389,21.758127056461,22.9281405675294,24.1056942714447,25.2853938487237,26.5791009305251,27.8809293575894,29.1900927295862,30.5058156952963,31.8267788469795,33.1528174421221,34.4829426011606,35.8167422474695,37.1493809462961,38.4812028048961,39.8117886622739,41.1410220675291,42.4688370821768,43.7951971255154,45.1201003296246,46.4435823257995,47.765818728799,47.8426472252971
SWZ,48.7302667749111,49.2498381249684,49.9803456069521,50.728760409513,51.4947686131405,52.278905393274,53.0808750186675,53.9052519498547,54.7677996973881,55.633631590641,56.502583277554,57.3744948770296,58.2500075134818,59.1312693070047,60.0182001380012,60.9106487570296,61.8077651618563,62.7090564085879,63.6138243420967,64.5214314372907,64.4891155297878,64.4554412214633,64.4202338506503
SYC,95.4211307749068,95.6637266021033,95.9063224292998,96.1489182564964,96.3915140836928,96.6341099108893,96.8767057380858,97.1193015652823,97.3618973924788,97.6044932196753,97.8470890468718,98.0896848740683,98.3322807012648,98.5748765284613,98.8174723556577,99.0600681828543,99.1525853420538,99.1642335003946,99.1758277398665,100.0,100.0,100.0,100.0
TCD,9.6926743015076,9.775113767504,9.85771003081794,9.94081051229209,10.0242445629892,10.1080112103308,10.1921110893801,10.2767456265106,10.3615172599108,10.4835850614972,10.6144009031658,10.7545445031211,10.904855366766,11.0657151939012,11.2377496545349,11.4218789248527,11.6187911506186,11.8291927798898,12.054119739418,12.2940188961564,12.5503207178957,12.823518025615,12.9220664368098
TGO,9.60294075298278,9.885647726804,10.17042045101,10.4570598974873,10.7455796253713,11.1773052397302,11.6195512765709,12.0722256956924,12.5354529601089,13.0082555482649,13.4914168494847,13.9893165783066,14.4998960284454,15.0199254601717,15.5497416677127,16.0892338025687,16.6392024008154,17.1993119030218,17.7694527426618,18.3495107376786,18.9393705719577,19.06792823615,19.1976367083179
TZA,6.4545572257458,7.66547439187183,8.88565368804983,10.1362371194278,11.3353000997634,12.5338225447733,13.7317612866965,14.9287973517559,16.1250365499333,17.3196247396948,18.5129732606357,19.7043086556293,20.8937174720611,22.0803159001061,23.2631070043176,24.4416443149061,25.6150210066189,26.7829708869529,27.9447655542304,29.099388976813,30.246799713062,30.4322467707954,30.6179496792131
UGA,16.3794946916106,16.5975952479298,16.8151542285613,17.0321532501804,17.2487008096089,17.4642525560946,17.6794433895241,17.893860360696,18.107742128752,18.3208073608516,18.5332942492702,18.7450509527494,18.9561823261431,19.1662858984987,19.3758464383761,19.5845877472555,19.7922384779092,19.9987800028527,20.2039464819127,20.4080904532095,20.6108258720445,20.8121374661631,21.0121303393868
ZAF,59.5410740682924,60.4151431770851,61.2986722518923,62.1815317379067,63.0586665106855,63.9292262025283,64.7935120547602,65.6513476304217,66.502742509829,67.3468296875647,68.1840155796529,69.0139950902221,69.8367637621794,70.651821622223,71.4594340460674,72.2593538106544,73.0514660605434,73.8356009676614,74.6116795396623,75.3796452913204,76.1394549830099,76.8909933152341,77.6342459782462
ZMB,19.9449618623207,20.7209621239071,21.5996086454119,22.4736815303657,23.3427229999482,24.2059323248477,25.0632027401608,25.9137544719991,26.7577326006113,27.5935099893468,28.4217753410918,29.2415052848176,30.0534088180325,30.8570284614837,31.6512218258064,32.4357104534936,33.2093941738338,33.9717571756978,34.7220691917255,35.4594671468657,36.1832543043812,36.2419988529655,36.3013685414785
ZWE,44.5170080550134,44.6327829539665,44.8209725663783,44.8625987631715,44.8816899837811,44.2555894230867,43.631373965357,43.0093176557276,42.3891758166248,41.7711991394054,41.1551678278732,40.5413106062604,39.9294247255203,39.3197198966502,38.7170871077261,38.1206481520606,37.5291905738897,36.9416742711943,36.3571601293685,35.7743358079873,35.1923618234591,34.6099502088038,34.6178581154233
